Latitude[deg],Longitude[deg]
42.281881906092166900634765625,-8.7779246270656585693359375
42.2818988375365734100341796875,-8.77798874862492084503173828125
42.28192172013223171234130859375,-8.77805094234645366668701171875
42.281950972974300384521484375,-8.77810710109770298004150390625
42.28198458440601825714111328125,-8.77815663814544677734375
42.28201928548514842987060546875,-8.77819812856614589691162109375
42.28205180726945400238037109375,-8.77823350019752979278564453125
42.28207745589315891265869140625,-8.77826401032507419586181640625
42.2820989973843097686767578125,-8.77829267643392086029052734375
42.2821187786757946014404296875,-8.77831698395311832427978515625
42.28213629685342311859130859375,-8.77833743579685688018798828125
42.2821511328220367431640625,-8.77835487015545368194580078125
42.28216789662837982177734375,-8.7783680297434329986572265625
42.282182313501834869384765625,-8.77838269807398319244384765625
42.2821982391178607940673828125,-8.77839778549969196319580078125
42.28221558965742588043212890625,-8.7784132920205593109130859375
42.28223218582570552825927734375,-8.77843248657882213592529296875
42.28224978782236576080322265625,-8.77845008857548236846923828125
42.28226604871451854705810546875,-8.77846299670636653900146484375
42.28228314779698848724365234375,-8.778475485742092132568359375
42.28230024687945842742919921875,-8.7784870527684688568115234375
42.28231533430516719818115234375,-8.77850507386028766632080078125
42.28232991881668567657470703125,-8.7785235978662967681884765625
42.28234492242336273193359375,-8.7785415351390838623046875
42.2823611833155155181884765625,-8.7785571254789829254150390625
42.2823766060173511505126953125,-8.7785718776285648345947265625
42.28239160962402820587158203125,-8.77858755178749561309814453125
42.28240803815424442291259765625,-8.7786030583083629608154296875
42.2824252210557460784912109375,-8.778615295886993408203125
42.28244525380432605743408203125,-8.778621666133403778076171875
42.28246562182903289794921875,-8.77863013185560703277587890625
42.28248347528278827667236328125,-8.77864203415811061859130859375
42.28250124491751194000244140625,-8.77865619957447052001953125
42.28251918219029903411865234375,-8.77867271192371845245361328125
42.28254072368144989013671875,-8.77869115211069583892822265625
42.282562516629695892333984375,-8.7787096761167049407958984375
42.28257961571216583251953125,-8.7787331454455852508544921875
42.28259461931884288787841796875,-8.77876214683055877685546875
42.28260970674455165863037109375,-8.7788002006709575653076171875
42.28262521326541900634765625,-8.778846301138401031494140625
42.28264658711850643157958984375,-8.7788994424045085906982421875
42.2826726548373699188232421875,-8.77896037884056568145751953125
42.28270031511783599853515625,-8.7790251709520816802978515625
42.282730825245380401611328125,-8.77909331582486629486083984375
42.28275957517325878143310546875,-8.7791638076305389404296875
42.2827806137502193450927734375,-8.7792400829493999481201171875
42.282797209918498992919921875,-8.77931535243988037109375
42.28280399926006793975830078125,-8.7793944776058197021484375
42.2828111238777637481689453125,-8.7794747762382030487060546875
42.28282009251415729522705078125,-8.7795505486428737640380859375
42.28283300064504146575927734375,-8.77961768768727779388427734375
42.28285026736557483673095703125,-8.779680468142032623291015625
42.28287306614220142364501953125,-8.77974375151097774505615234375
42.28290743194520473480224609375,-8.77980678342282772064208984375
42.28295219130814075469970703125,-8.77987098880112171173095703125
42.2829906642436981201171875,-8.779940307140350341796875
42.28302813135087490081787109375,-8.78001113422214984893798828125
42.2830711305141448974609375,-8.78007567487657070159912109375
42.28311848826706409454345703125,-8.7801302410662174224853515625
42.28317732922732830047607421875,-8.78017365932464599609375
42.2832481563091278076171875,-8.780159913003444671630859375
42.2833160497248172760009765625,-8.78015018999576568603515625
42.283380590379238128662109375,-8.78014323301613330841064453125
42.28344571776688098907470703125,-8.7801433168351650238037109375
42.2835098393261432647705078125,-8.7801480107009410858154296875
42.28356993757188320159912109375,-8.78015957772731781005859375
42.2836281917989253997802734375,-8.78017609007656574249267578125
42.283687032759189605712890625,-8.780196122825145721435546875
42.28374369442462921142578125,-8.78021917305886745452880859375
42.28379775770008563995361328125,-8.780244402587413787841796875
42.28384922258555889129638671875,-8.7802687101066112518310546875
42.2838997654616832733154296875,-8.7802962027490139007568359375
42.28395164944231510162353515625,-8.78032729960978031158447265625
42.2839923016726970672607421875,-8.78036987967789173126220703125
42.28401870466768741607666015625,-8.7804257869720458984375
42.28403739631175994873046875,-8.7804913334548473358154296875
42.2840583510696887969970703125,-8.7805560417473316192626953125
42.28408031165599822998046875,-8.78061949275434017181396484375
42.2841073013842105865478515625,-8.7806790880858898162841796875
42.28413672186434268951416015625,-8.7807367555797100067138671875
42.284169159829616546630859375,-8.78078964538872241973876953125
42.284200675785541534423828125,-8.780840523540973663330078125
42.284232191741466522216796875,-8.78088855184614658355712890625
42.2842668928205966949462890625,-8.780939765274524688720703125
42.284300588071346282958984375,-8.78099248744547367095947265625
42.2843322716653347015380859375,-8.781045041978359222412109375
42.284361608326435089111328125,-8.7810981832444667816162109375
42.28438784368336200714111328125,-8.781151659786701202392578125
42.2844124026596546173095703125,-8.78120806999504566192626953125
42.284432016313076019287109375,-8.78126305527985095977783203125
42.28444567881524562835693359375,-8.7813203036785125732421875
42.2844489477574825286865234375,-8.7813794799149036407470703125
42.28444509208202362060546875,-8.781440667808055877685546875
42.2844278253614902496337890625,-8.781496994197368621826171875
42.2844020090997219085693359375,-8.7815484590828418731689453125
42.2843688167631626129150390625,-8.78159648738801479339599609375
42.2843339480459690093994140625,-8.78164107911288738250732421875
42.28430151008069515228271484375,-8.78168332390487194061279296875
42.284271083772182464599609375,-8.78172489814460277557373046875
42.28424618951976299285888671875,-8.781765215098857879638671875
42.2842269949615001678466796875,-8.7818052805960178375244140625
42.284216769039630889892578125,-8.78184509463608264923095703125
42.28421517647802829742431640625,-8.781883232295513153076171875
42.2842191159725189208984375,-8.781917430460453033447265625
42.2842266596853733062744140625,-8.7819464318454265594482421875
42.28423579595983028411865234375,-8.7819739244878292083740234375
42.2842457704246044158935546875,-8.78199781291186809539794921875
42.28425809182226657867431640625,-8.7820205278694629669189453125
42.28427250869572162628173828125,-8.7820399738848209381103515625
42.28428952395915985107421875,-8.78205833025276660919189453125
42.2843062877655029296875,-8.78207341767847537994384765625
42.28432296775281429290771484375,-8.78208682872354984283447265625
42.284337468445301055908203125,-8.78209881484508514404296875
42.2843513824045658111572265625,-8.7821093760430812835693359375
42.28436437435448169708251953125,-8.7821214459836483001708984375
42.28437560610473155975341796875,-8.7821315042674541473388671875
42.28438650257885456085205078125,-8.78214248456060886383056640625
42.28439941070973873138427734375,-8.78214650787413120269775390625
42.284411899745464324951171875,-8.78215019591152667999267578125
42.284426651895046234130859375,-8.7821532972157001495361328125
42.28443947620689868927001953125,-8.7821600027382373809814453125
42.2844533063471317291259765625,-8.78216612152755260467529296875
42.28446361608803272247314453125,-8.78217400051653385162353515625
42.2844791226089000701904296875,-8.7821811251342296600341796875
42.2844972275197505950927734375,-8.78218858502805233001708984375
42.284514494240283966064453125,-8.7821965478360652923583984375
42.2845320962369441986083984375,-8.78220484592020511627197265625
42.284550033509731292724609375,-8.78221339546144008636474609375
42.2845678031444549560546875,-8.78221959806978702545166015625
42.28458532132208347320556640625,-8.78222580067813396453857421875
42.2846018336713314056396484375,-8.78223032690584659576416015625
42.284620441496372222900390625,-8.782236278057098388671875
42.28464131243526935577392578125,-8.7822454981505870819091796875
42.28466075845062732696533203125,-8.78225379623472690582275390625
42.28468104265630245208740234375,-8.7822605855762958526611328125
42.2847030870616436004638671875,-8.78226636908948421478271484375
42.284738123416900634765625,-8.78226905129849910736083984375
42.2847651131451129913330078125,-8.7822776846587657928466796875
42.284788750112056732177734375,-8.78228547982871532440185546875
42.284811548888683319091796875,-8.7822961248457431793212890625
42.28483560495078563690185546875,-8.78230811096727848052978515625
42.284859828650951385498046875,-8.78231984563171863555908203125
42.28488187305629253387451171875,-8.78232772462069988250732421875
42.28490282781422138214111328125,-8.78233484923839569091796875
42.2849218547344207763671875,-8.78234021365642547607421875
42.284940965473651885986328125,-8.78235488198697566986083984375
42.2849599085748195648193359375,-8.78237784840166568756103515625
42.28497927077114582061767578125,-8.78241422586143016815185546875
42.28500206954777240753173828125,-8.78246015869081020355224609375
42.28503576479852199554443359375,-8.7825080193579196929931640625
42.2850742377340793609619140625,-8.78255437128245830535888671875
42.28511924855411052703857421875,-8.78258706070482730865478515625
42.28516467846930027008056640625,-8.7826200015842914581298828125
